trip_id,employee_id,dept,origin,destination,booking_date,travel_date,airline,fare,hotel_name,hotel_city,hotel_rate,is_preferred_airline,is_preferred_hotel,policy_route_cap
223,EMP0046,HR,DEL,BLR,2025-12-14,2025-12-15,Akasa Air,10211,OYO,BLR,9104,False,False,9000
224,EMP0092,Engineering,BLR,MAA,2025-11-29,2025-12-09,Vistara,5156,Taj,MAA,7643,True,True,7000
225,EMP0035,Sales,BLR,BOM,2025-10-28,2025-11-01,SpiceJet,7382,Lemon Tree,BOM,4884,False,False,8000
226,EMP0012,HR,MAA,BLR,2026-01-19,2026-01-29,SpiceJet,5717,Taj,BLR,4693,False,True,7000
227,EMP0072,Engineering,MAA,BLR,2025-12-19,2025-12-26,SpiceJet,5288,ITC,BLR,10050,False,True,7000
228,EMP0036,Finance,BOM,DEL,2025-12-19,2025-12-21,Vistara,12057,Marriott,DEL,5601,True,True,8500
229,EMP0018,Marketing,BLR,DEL,2025-12-08,2025-12-10,Akasa Air,11023,Lemon Tree,DEL,9231,False,False,9000
230,EMP0089,Engineering,DEL,BLR,2025-11-29,2025-11-30,SpiceJet,9616,Marriott,BLR,8717,False,True,9000
231,EMP0042,Finance,BOM,DEL,2026-01-25,2026-02-02,Vistara,9119,Taj,DEL,12113,True,True,8500
232,EMP0004,Finance,BLR,MAA,2025-11-06,2025-11-16,Vistara,5093,OYO,MAA,11404,True,False,7000
233,EMP0033,Engineering,BLR,MAA,2025-12-04,2025-12-14,IndiGo,7673,Lemon Tree,MAA,8450,True,False,7000
234,EMP0112,Finance,MAA,BLR,2025-10-15,2025-10-25,Akasa Air,8383,Treebo,BLR,7252,False,False,7000
235,EMP0073,Finance,BOM,DEL,2026-01-22,2026-01-30,IndiGo,6285,Taj,DEL,8249,True,True,8500
236,EMP0089,HR,BLR,BOM,2025-12-11,2025-12-17,SpiceJet,8071,Lemon Tree,BOM,8465,False,False,8000
237,EMP0062,Sales,BOM,DEL,2025-12-11,2025-12-13,IndiGo,7676,OYO,DEL,6584,True,False,8500
238,EMP0013,Finance,BLR,MAA,2026-01-08,2026-01-18,Vistara,5740,Taj,MAA,6439,True,True,7000
239,EMP0014,Engineering,BLR,MAA,2025-11-07,2025-11-21,Air India,5348,Treebo,MAA,8326,True,False,7000
240,EMP0024,Engineering,BLR,MAA,2026-01-03,2026-01-13,SpiceJet,6964,Taj,MAA,7682,False,True,7000
241,EMP0050,Sales,BLR,MAA,2025-11-10,2025-11-17,Vistara,8026,OYO,MAA,8869,True,False,7000
242,EMP0059,Sales,BOM,DEL,2026-01-06,2026-01-14,Akasa Air,7015,OYO,DEL,8485,False,False,8500
243,EMP0109,Finance,MAA,BLR,2025-10-29,2025-11-12,Vistara,6552,Treebo,BLR,6797,True,False,7000
244,EMP0024,Marketing,BLR,MAA,2025-10-25,2025-11-08,SpiceJet,6569,Lemon Tree,MAA,7880,False,False,7000
245,EMP0089,Engineering,MAA,BLR,2025-11-01,2025-11-11,Vistara,5423,ITC,BLR,4439,True,True,7000
246,EMP0002,Finance,BLR,BOM,2025-11-06,2025-11-14,Akasa Air,7689,Treebo,BOM,9029,False,False,8000
247,EMP0063,Engineering,BLR,DEL,2026-01-01,2026-01-01,Air India,7492,Marriott,DEL,7746,True,True,9000
248,EMP0099,Finance,MAA,BLR,2025-12-18,2025-12-25,Akasa Air,5650,Taj,BLR,7005,False,True,7000
249,EMP0097,Sales,BLR,MAA,2025-12-02,2025-12-16,Air India,5186,Lemon Tree,MAA,6565,True,False,7000
250,EMP0058,Marketing,BOM,DEL,2026-02-06,2026-02-08,SpiceJet,10056,Taj,DEL,8816,False,True,8500
251,EMP0111,HR,BLR,MAA,2025-12-07,2025-12-14,Akasa Air,7097,ITC,MAA,4486,False,True,7000
252,EMP0069,Marketing,MAA,BLR,2025-12-21,2025-12-28,Vistara,5719,OYO,BLR,10642,True,False,7000
253,EMP0013,Engineering,DEL,BLR,2026-02-15,2026-02-15,Vistara,9188,OYO,BLR,8287,True,False,9000
254,EMP0087,Finance,DEL,BLR,2025-11-06,2025-11-08,SpiceJet,10226,Lemon Tree,BLR,5337,False,False,9000
255,EMP0089,Marketing,DEL,BLR,2025-12-20,2025-12-22,Akasa Air,16526,Taj,BLR,6934,False,True,9000
256,EMP0102,HR,DEL,BLR,2025-11-14,2025-11-17,Air India,7266,Lemon Tree,BLR,11466,True,False,9000
257,EMP0101,Marketing,BLR,MAA,2026-01-19,2026-01-26,IndiGo,6653,Taj,MAA,6023,True,True,7000
258,EMP0057,Finance,BLR,DEL,2025-12-13,2025-12-14,Air India,10063,OYO,DEL,5699,True,False,9000
259,EMP0048,Engineering,BLR,DEL,2025-12-08,2025-12-10,Air India,13571,Lemon Tree,DEL,5993,True,False,9000
260,EMP0057,Sales,BLR,DEL,2026-01-16,2026-01-18,IndiGo,10939,Lemon Tree,DEL,7464,True,False,9000
261,EMP0113,Marketing,BLR,BOM,2025-12-04,2025-12-08,Air India,8976,Taj,BOM,7605,True,True,8000
262,EMP0028,Engineering,DEL,BLR,2026-01-04,2026-01-07,Air India,10715,Taj,BLR,7145,True,True,9000
263,EMP0055,Marketing,BLR,BOM,2025-11-15,2025-11-21,IndiGo,7370,ITC,BOM,8977,True,True,8000
264,EMP0089,Sales,BLR,MAA,2026-01-31,2026-02-10,Air India,6599,Treebo,MAA,11531,True,False,7000
265,EMP0031,Finance,DEL,BLR,2025-11-03,2025-11-04,SpiceJet,10619,OYO,BLR,12989,False,False,9000
266,EMP0073,Finance,BOM,DEL,2025-12-25,2025-12-29,SpiceJet,6922,Taj,DEL,4326,False,True,8500
267,EMP0102,Finance,MAA,BLR,2025-11-12,2025-11-26,Akasa Air,6086,Lemon Tree,BLR,11943,False,False,7000
268,EMP0011,HR,BLR,BOM,2026-01-28,2026-02-01,Akasa Air,6850,Marriott,BOM,4541,False,True,8000
269,EMP0056,Engineering,BLR,DEL,2025-11-21,2025-11-21,SpiceJet,10174,Taj,DEL,7680,False,True,9000
270,EMP0090,Sales,BLR,BOM,2025-12-17,2025-12-23,Akasa Air,8105,Treebo,BOM,5965,False,False,8000
271,EMP0112,Marketing,BLR,MAA,2026-02-04,2026-02-11,IndiGo,7159,Marriott,MAA,4523,True,True,7000
272,EMP0074,Sales,DEL,BLR,2025-12-16,2025-12-18,IndiGo,10803,Lemon Tree,BLR,6141,True,False,9000
273,EMP0015,Engineering,BLR,MAA,2025-12-18,2025-12-25,IndiGo,5584,Taj,MAA,7137,True,True,7000
274,EMP0023,Sales,MAA,BLR,2026-01-17,2026-01-31,SpiceJet,5801,ITC,BLR,6620,False,True,7000
275,EMP0010,HR,BOM,DEL,2025-11-03,2025-11-05,Air India,12110,ITC,DEL,4564,True,True,8500
276,EMP0111,Marketing,BOM,DEL,2025-11-29,2025-12-01,Akasa Air,6934,Lemon Tree,DEL,7928,False,False,8500
277,EMP0048,HR,DEL,BLR,2026-01-26,2026-01-27,Akasa Air,11406,ITC,BLR,4078,False,True,9000
278,EMP0001,Finance,BLR,MAA,2026-01-12,2026-01-22,IndiGo,6383,ITC,MAA,8030,True,True,7000
279,EMP0019,Marketing,BLR,DEL,2025-10-25,2025-10-26,Akasa Air,10691,Lemon Tree,DEL,5513,False,False,9000
280,EMP0082,Finance,BLR,DEL,2026-01-04,2026-01-04,SpiceJet,11442,OYO,DEL,8408,False,False,9000
281,EMP0107,Marketing,BOM,DEL,2025-12-11,2025-12-17,Air India,11484,Taj,DEL,6111,True,True,8500
282,EMP0060,Marketing,DEL,BLR,2025-11-03,2025-11-05,Air India,9889,Lemon Tree,BLR,8101,True,False,9000
283,EMP0006,Engineering,BOM,DEL,2025-11-06,2025-11-08,Air India,8134,Marriott,DEL,7166,True,True,8500
284,EMP0058,HR,BLR,MAA,2025-12-23,2025-12-30,IndiGo,5185,Lemon Tree,MAA,5011,True,False,7000
285,EMP0029,Engineering,BLR,BOM,2026-01-26,2026-02-03,Vistara,7616,OYO,BOM,10312,True,False,8000
286,EMP0010,Sales,BLR,DEL,2025-11-12,2025-11-15,Air India,9558,Taj,DEL,9957,True,True,9000
287,EMP0007,Engineering,MAA,BLR,2025-12-01,2025-12-15,SpiceJet,4982,Lemon Tree,BLR,5989,False,False,7000
288,EMP0036,Marketing,DEL,BLR,2026-02-10,2026-02-11,IndiGo,10010,Treebo,BLR,9328,True,False,9000
289,EMP0012,Marketing,DEL,BLR,2025-11-04,2025-11-07,Air India,9484,OYO,BLR,10468,True,False,9000
290,EMP0101,Marketing,DEL,BLR,2025-12-26,2025-12-29,Vistara,8108,Treebo,BLR,5515,True,False,9000
291,EMP0004,Marketing,BLR,DEL,2026-01-29,2026-02-01,Akasa Air,9060,Marriott,DEL,7414,False,True,9000
292,EMP0035,HR,BLR,MAA,2025-10-21,2025-10-28,Akasa Air,5893,Lemon Tree,MAA,5709,False,False,7000
293,EMP0104,Marketing,MAA,BLR,2025-10-10,2025-10-24,Vistara,6478,Treebo,BLR,6933,True,False,7000
294,EMP0064,HR,BOM,DEL,2025-11-04,2025-11-12,IndiGo,6140,Taj,DEL,4163,True,True,8500
295,EMP0001,Marketing,MAA,BLR,2025-11-08,2025-11-15,Vistara,5396,OYO,BLR,9553,True,False,7000
296,EMP0019,Sales,MAA,BLR,2026-01-29,2026-02-08,IndiGo,6872,Marriott,BLR,11356,True,True,7000
297,EMP0018,Engineering,BLR,MAA,2025-12-01,2025-12-15,SpiceJet,5788,OYO,MAA,10393,False,False,7000
298,EMP0101,Marketing,BLR,BOM,2026-01-10,2026-01-14,SpiceJet,7948,Marriott,BOM,5455,False,True,8000
299,EMP0090,HR,DEL,BLR,2026-02-06,2026-02-06,Air India,9996,Treebo,BLR,8901,True,False,9000
300,EMP0043,Sales,BLR,BOM,2025-11-28,2025-12-04,Air India,10472,OYO,BOM,7654,True,False,8000
301,EMP0032,Sales,BOM,DEL,2025-11-20,2025-11-22,IndiGo,9584,Taj,DEL,7391,True,True,8500
302,EMP0049,Marketing,MAA,BLR,2025-12-01,2025-12-08,SpiceJet,6722,Treebo,BLR,6053,False,False,7000
303,EMP0005,Marketing,BLR,DEL,2025-11-28,2025-11-30,IndiGo,10289,Taj,DEL,4614,True,True,9000
304,EMP0115,Sales,BOM,DEL,2025-12-28,2026-01-05,IndiGo,9154,Lemon Tree,DEL,9982,True,False,8500
305,EMP0025,Finance,BLR,MAA,2025-12-16,2025-12-30,Akasa Air,6749,Marriott,MAA,6562,False,True,7000
306,EMP0108,Finance,BLR,BOM,2025-10-21,2025-10-27,IndiGo,5880,Lemon Tree,BOM,12874,True,False,8000
307,EMP0082,Marketing,BLR,DEL,2025-12-20,2025-12-20,Vistara,10941,Lemon Tree,DEL,9440,True,False,9000
308,EMP0049,Marketing,BLR,BOM,2025-12-15,2025-12-17,Vistara,8278,Lemon Tree,BOM,4708,True,False,8000
309,EMP0013,Sales,BLR,MAA,2025-11-20,2025-12-04,SpiceJet,6519,Treebo,MAA,9319,False,False,7000
310,EMP0111,Finance,MAA,BLR,2026-02-03,2026-02-10,SpiceJet,5121,Marriott,BLR,4284,False,True,7000
311,EMP0116,HR,MAA,BLR,2026-01-01,2026-01-15,Air India,7557,Taj,BLR,5369,True,True,7000
312,EMP0104,Engineering,BLR,BOM,2025-10-18,2025-10-26,IndiGo,6993,OYO,BOM,6514,True,False,8000
313,EMP0117,Sales,BLR,DEL,2025-12-06,2025-12-09,Akasa Air,9383,Marriott,DEL,4101,False,True,9000
314,EMP0080,HR,MAA,BLR,2026-01-19,2026-01-29,IndiGo,5318,Lemon Tree,BLR,10768,True,False,7000
315,EMP0119,Sales,MAA,BLR,2026-01-21,2026-01-28,Vistara,7364,Treebo,BLR,6871,True,False,7000
316,EMP0078,Finance,BLR,DEL,2025-11-10,2025-11-12,SpiceJet,11119,ITC,DEL,7242,False,True,9000
317,EMP0043,Engineering,BLR,DEL,2026-01-21,2026-01-24,Vistara,6372,Marriott,DEL,6482,True,True,9000
318,EMP0108,Finance,BLR,MAA,2026-01-09,2026-01-16,Air India,5741,ITC,MAA,6628,True,True,7000
319,EMP0054,HR,BLR,MAA,2025-10-25,2025-11-01,SpiceJet,7457,ITC,MAA,7968,False,True,7000
320,EMP0112,Marketing,BLR,DEL,2025-12-24,2025-12-25,IndiGo,10811,Marriott,DEL,8294,True,True,9000
321,EMP0004,Engineering,BLR,BOM,2026-02-06,2026-02-10,IndiGo,6687,ITC,BOM,5631,True,True,8000
322,EMP0106,Finance,MAA,BLR,2025-11-26,2025-12-10,IndiGo,4985,OYO,BLR,10052,True,False,7000
323,EMP0061,HR,MAA,BLR,2025-11-24,2025-12-04,Air India,6997,Marriott,BLR,7696,True,True,7000
324,EMP0110,HR,BLR,BOM,2026-02-03,2026-02-07,Air India,6261,OYO,BOM,8253,True,False,8000
325,EMP0099,Sales,DEL,BLR,2026-02-13,2026-02-14,Air India,10717,Treebo,BLR,7892,True,False,9000
326,EMP0036,Finance,DEL,BLR,2026-02-05,2026-02-07,SpiceJet,8436,Marriott,BLR,7253,False,True,9000
327,EMP0001,HR,BLR,MAA,2026-01-26,2026-02-05,Akasa Air,6562,OYO,MAA,5590,False,False,7000
328,EMP0036,Marketing,BOM,DEL,2025-11-17,2025-11-23,Air India,7708,ITC,DEL,4465,True,True,8500
329,EMP0103,HR,DEL,BLR,2026-01-11,2026-01-13,Air India,7984,OYO,BLR,8329,True,False,9000
330,EMP0075,HR,BLR,BOM,2025-11-29,2025-12-03,Akasa Air,8111,OYO,BOM,7991,False,False,8000
331,EMP0108,HR,BLR,BOM,2025-11-25,2025-11-27,SpiceJet,10502,ITC,BOM,5499,False,True,8000
332,EMP0116,Marketing,BLR,MAA,2025-10-25,2025-11-01,Vistara,6983,ITC,MAA,6714,True,True,7000
333,EMP0075,Marketing,DEL,BLR,2026-02-06,2026-02-06,SpiceJet,12009,Taj,BLR,4583,False,True,9000
334,EMP0025,HR,BLR,DEL,2026-02-06,2026-02-09,Akasa Air,7787,Marriott,DEL,6596,False,True,9000
335,EMP0053,HR,DEL,BLR,2025-11-06,2025-11-08,Air India,10385,Taj,BLR,5737,True,True,9000
336,EMP0098,Engineering,MAA,BLR,2026-01-19,2026-01-26,SpiceJet,5262,Taj,BLR,7517,False,True,7000
337,EMP0062,Finance,BLR,DEL,2025-10-24,2025-10-25,Vistara,12621,Taj,DEL,4146,True,True,9000
338,EMP0081,Engineering,BLR,BOM,2026-01-11,2026-01-17,Vistara,5928,ITC,BOM,9416,True,True,8000
339,EMP0039,Marketing,DEL,BLR,2026-01-20,2026-01-22,SpiceJet,11888,OYO,BLR,12518,False,False,9000
340,EMP0104,Finance,BLR,DEL,2025-11-18,2025-11-19,Air India,11418,ITC,DEL,7003,True,True,9000
341,EMP0102,Sales,DEL,BLR,2026-02-08,2026-02-10,Akasa Air,9054,Treebo,BLR,5628,False,False,9000
342,EMP0016,HR,BOM,DEL,2025-12-16,2025-12-20,Air India,9806,OYO,DEL,5786,True,False,8500
343,EMP0078,Engineering,DEL,BLR,2026-02-04,2026-02-04,Akasa Air,10098,OYO,BLR,10945,False,False,9000
344,EMP0067,Engineering,BOM,DEL,2026-01-11,2026-01-19,Vistara,6083,ITC,DEL,5701,True,True,8500
345,EMP0062,Marketing,BLR,BOM,2025-10-19,2025-10-21,IndiGo,12030,Taj,BOM,11607,True,True,8000
346,EMP0116,Marketing,BLR,MAA,2025-11-09,2025-11-19,Vistara,7036,Marriott,MAA,4323,True,True,7000
347,EMP0047,Marketing,DEL,BLR,2026-01-23,2026-01-23,IndiGo,7231,Taj,BLR,6692,True,True,9000
348,EMP0057,HR,BOM,DEL,2026-02-08,2026-02-10,Vistara,8019,Marriott,DEL,6226,True,True,8500
349,EMP0089,Finance,DEL,BLR,2026-01-11,2026-01-12,IndiGo,9841,ITC,BLR,7816,True,True,9000
350,EMP0062,HR,BLR,MAA,2025-12-09,2025-12-16,Akasa Air,7081,Lemon Tree,MAA,5804,False,False,7000
351,EMP0114,Finance,DEL,BLR,2025-10-26,2025-10-26,Vistara,9745,OYO,BLR,10617,True,False,9000
352,EMP0086,Marketing,MAA,BLR,2025-12-12,2025-12-26,Akasa Air,6111,Taj,BLR,7947,False,True,7000
353,EMP0087,Finance,BLR,BOM,2026-02-03,2026-02-05,IndiGo,10751,OYO,BOM,13695,True,False,8000
354,EMP0031,Marketing,BOM,DEL,2025-10-23,2025-10-27,Akasa Air,7237,OYO,DEL,5284,False,False,8500
355,EMP0058,Sales,DEL,BLR,2025-12-15,2025-12-17,IndiGo,9929,Lemon Tree,BLR,6149,True,False,9000
356,EMP0078,HR,BLR,MAA,2025-11-14,2025-11-28,Akasa Air,6732,ITC,MAA,6792,False,True,7000
357,EMP0007,Engineering,DEL,BLR,2025-11-29,2025-12-02,Vistara,9766,OYO,BLR,4428,True,False,9000
358,EMP0103,Marketing,MAA,BLR,2025-12-16,2025-12-26,IndiGo,7411,Taj,BLR,10169,True,True,7000
359,EMP0025,Sales,DEL,BLR,2025-11-14,2025-11-17,Air India,7516,OYO,BLR,5597,True,False,9000
360,EMP0076,Sales,DEL,BLR,2025-12-17,2025-12-18,SpiceJet,9149,Taj,BLR,8793,False,True,9000
361,EMP0066,Engineering,BLR,MAA,2025-12-27,2026-01-03,Air India,5984,Taj,MAA,6636,True,True,7000
362,EMP0050,Finance,MAA,BLR,2026-02-01,2026-02-15,Air India,6014,Marriott,BLR,6409,True,True,7000
363,EMP0018,Engineering,DEL,BLR,2026-01-04,2026-01-06,Akasa Air,12236,Marriott,BLR,5645,False,True,9000
364,EMP0092,Marketing,BLR,MAA,2025-11-20,2025-12-04,Air India,6720,OYO,MAA,9449,True,False,7000
365,EMP0091,Sales,BOM,DEL,2025-12-23,2025-12-31,Akasa Air,9155,Treebo,DEL,9091,False,False,8500
366,EMP0104,Sales,MAA,BLR,2025-10-27,2025-11-03,SpiceJet,5823,ITC,BLR,5318,False,True,7000
367,EMP0088,Marketing,BLR,BOM,2026-02-03,2026-02-05,Vistara,8890,ITC,BOM,4839,True,True,8000
368,EMP0087,HR,BLR,BOM,2026-01-16,2026-01-24,Air India,8109,Treebo,BOM,10091,True,False,8000
369,EMP0054,Marketing,MAA,BLR,2025-10-20,2025-10-27,Vistara,6637,ITC,BLR,7629,True,True,7000
370,EMP0117,Marketing,MAA,BLR,2025-12-15,2025-12-29,Akasa Air,7073,ITC,BLR,6409,False,True,7000
371,EMP0088,Sales,BLR,BOM,2025-11-10,2025-11-12,SpiceJet,10747,Taj,BOM,8158,False,True,8000
372,EMP0120,Engineering,BLR,DEL,2025-11-07,2025-11-09,Akasa Air,11698,Taj,DEL,6467,False,True,9000
373,EMP0074,HR,BOM,DEL,2025-10-24,2025-10-30,Akasa Air,9203,ITC,DEL,11091,False,True,8500
374,EMP0052,Sales,BOM,DEL,2025-11-14,2025-11-18,Vistara,7176,Marriott,DEL,8345,True,True,8500
375,EMP0072,Sales,BLR,DEL,2026-01-12,2026-01-14,SpiceJet,12271,ITC,DEL,4326,False,True,9000
376,EMP0042,Finance,BLR,DEL,2025-12-07,2025-12-09,Akasa Air,10050,OYO,DEL,8162,False,False,9000
377,EMP0063,Sales,BOM,DEL,2026-02-08,2026-02-12,Vistara,8063,Treebo,DEL,9751,True,False,8500
378,EMP0027,Engineering,BLR,MAA,2025-12-07,2025-12-14,Air India,7220,Treebo,MAA,9032,True,False,7000
379,EMP0096,Engineering,BLR,DEL,2025-12-16,2025-12-18,IndiGo,7570,Taj,DEL,4577,True,True,9000
380,EMP0030,Marketing,DEL,BLR,2025-12-06,2025-12-09,SpiceJet,7439,Lemon Tree,BLR,5766,False,False,9000
381,EMP0080,Sales,BLR,MAA,2025-12-27,2026-01-03,IndiGo,9428,Marriott,MAA,6468,True,True,7000
382,EMP0037,Finance,DEL,BLR,2025-12-10,2025-12-10,SpiceJet,9378,ITC,BLR,8470,False,True,9000
383,EMP0082,Engineering,BOM,DEL,2026-01-09,2026-01-15,IndiGo,9891,Treebo,DEL,10246,True,False,8500
384,EMP0011,Marketing,BLR,BOM,2026-01-18,2026-01-24,Air India,8498,Lemon Tree,BOM,5415,True,False,8000
385,EMP0107,Marketing,BLR,BOM,2025-10-31,2025-11-04,Akasa Air,8324,Taj,BOM,8496,False,True,8000
386,EMP0071,Sales,BOM,DEL,2026-01-12,2026-01-14,Vistara,8436,Taj,DEL,9671,True,True,8500
387,EMP0013,Marketing,MAA,BLR,2025-10-22,2025-10-29,Vistara,6161,Lemon Tree,BLR,10764,True,False,7000
388,EMP0104,Marketing,DEL,BLR,2025-11-11,2025-11-11,Vistara,11991,ITC,BLR,6266,True,True,9000
389,EMP0018,Marketing,DEL,BLR,2025-12-16,2025-12-19,Vistara,9898,Marriott,BLR,4671,True,True,9000
390,EMP0110,Engineering,MAA,BLR,2025-11-05,2025-11-15,IndiGo,6140,OYO,BLR,5292,True,False,7000
391,EMP0099,HR,BLR,BOM,2026-02-12,2026-02-14,Akasa Air,10271,Marriott,BOM,5217,False,True,8000
392,EMP0029,HR,BLR,MAA,2026-01-28,2026-02-07,Air India,7392,Lemon Tree,MAA,4898,True,False,7000
393,EMP0104,HR,BLR,MAA,2025-10-28,2025-11-11,Air India,5345,Lemon Tree,MAA,10343,True,False,7000
394,EMP0095,Finance,BOM,DEL,2025-10-22,2025-10-26,SpiceJet,6163,ITC,DEL,4350,False,True,8500
395,EMP0067,Marketing,DEL,BLR,2025-12-17,2025-12-20,IndiGo,9830,Taj,BLR,8271,True,True,9000
396,EMP0036,Marketing,MAA,BLR,2025-12-15,2025-12-29,Air India,6730,Lemon Tree,BLR,5355,True,False,7000
397,EMP0117,Engineering,MAA,BLR,2025-12-01,2025-12-11,Vistara,7119,Lemon Tree,BLR,5828,True,False,7000
398,EMP0010,HR,BLR,MAA,2025-11-18,2025-11-25,Air India,5340,ITC,MAA,4969,True,True,7000
399,EMP0054,Marketing,BLR,MAA,2025-10-25,2025-11-04,SpiceJet,5489,Lemon Tree,MAA,10174,False,False,7000
400,EMP0021,Engineering,BLR,MAA,2025-12-18,2025-12-25,Akasa Air,5056,ITC,MAA,5474,False,True,7000
401,EMP0052,HR,MAA,BLR,2026-01-03,2026-01-10,Vistara,5506,Taj,BLR,7861,True,True,7000
402,EMP0022,Engineering,DEL,BLR,2026-01-04,2026-01-05,Akasa Air,10707,ITC,BLR,6807,False,True,9000
403,EMP0077,HR,BLR,DEL,2025-11-16,2025-11-19,SpiceJet,6690,ITC,DEL,8131,False,True,9000
404,EMP0106,Engineering,MAA,BLR,2025-10-26,2025-11-02,SpiceJet,6579,Treebo,BLR,12928,False,False,7000
405,EMP0017,HR,MAA,BLR,2026-01-27,2026-02-03,SpiceJet,6077,Treebo,BLR,9413,False,False,7000
406,EMP0062,Finance,BOM,DEL,2026-01-02,2026-01-04,SpiceJet,9062,ITC,DEL,4686,False,True,8500
407,EMP0113,HR,DEL,BLR,2025-11-21,2025-11-22,IndiGo,9893,OYO,BLR,8274,True,False,9000
408,EMP0089,Marketing,DEL,BLR,2025-12-06,2025-12-06,Air India,10168,Lemon Tree,BLR,8734,True,False,9000
409,EMP0088,Finance,BLR,BOM,2025-12-04,2025-12-12,Air India,7389,Marriott,BOM,6512,True,True,8000
410,EMP0100,Finance,BLR,MAA,2025-10-24,2025-11-07,IndiGo,5543,OYO,MAA,5485,True,False,7000
411,EMP0101,Marketing,MAA,BLR,2025-12-24,2026-01-07,IndiGo,5989,ITC,BLR,4746,True,True,7000
412,EMP0061,HR,DEL,BLR,2025-11-01,2025-11-01,Vistara,9793,ITC,BLR,7282,True,True,9000
413,EMP0067,Marketing,BLR,MAA,2025-12-29,2026-01-05,Air India,7981,OYO,MAA,12351,True,False,7000
414,EMP0067,Engineering,MAA,BLR,2025-10-28,2025-11-11,IndiGo,6302,Marriott,BLR,6260,True,True,7000
415,EMP0046,Finance,DEL,BLR,2026-01-03,2026-01-04,Akasa Air,11606,Taj,BLR,8580,False,True,9000
416,EMP0045,Marketing,BOM,DEL,2025-11-14,2025-11-18,SpiceJet,7904,Lemon Tree,DEL,8448,False,False,8500
417,EMP0065,Marketing,BOM,DEL,2025-10-29,2025-11-04,Akasa Air,6800,Treebo,DEL,8286,False,False,8500
418,EMP0097,Marketing,DEL,BLR,2026-01-13,2026-01-16,Akasa Air,8035,Taj,BLR,7134,False,True,9000
419,EMP0029,Engineering,BOM,DEL,2025-12-06,2025-12-12,Akasa Air,5983,Treebo,DEL,6552,False,False,8500
420,EMP0096,Marketing,BLR,DEL,2025-12-29,2025-12-30,SpiceJet,10361,Marriott,DEL,5557,False,True,9000
421,EMP0026,Engineering,BLR,MAA,2025-11-10,2025-11-20,Air India,5467,ITC,MAA,8520,True,True,7000
422,EMP0118,Sales,BLR,MAA,2026-01-03,2026-01-13,Akasa Air,7039,Taj,MAA,4346,False,True,7000
423,EMP0048,HR,BOM,DEL,2025-12-17,2025-12-23,SpiceJet,9296,ITC,DEL,6295,False,True,8500
424,EMP0097,HR,BLR,BOM,2025-10-19,2025-10-27,SpiceJet,5704,Treebo,BOM,8371,False,False,8000
425,EMP0041,Sales,BLR,DEL,2026-01-14,2026-01-15,SpiceJet,8051,Treebo,DEL,6443,False,False,9000
426,EMP0061,HR,BOM,DEL,2025-12-02,2025-12-06,SpiceJet,6665,Lemon Tree,DEL,7821,False,False,8500
427,EMP0058,Engineering,MAA,BLR,2025-10-23,2025-11-06,Air India,6918,Taj,BLR,8549,True,True,7000
428,EMP0049,Engineering,BLR,BOM,2026-01-27,2026-01-31,SpiceJet,6165,Taj,BOM,8235,False,True,8000
429,EMP0041,Finance,BOM,DEL,2025-11-20,2025-11-22,SpiceJet,9277,Taj,DEL,7903,False,True,8500
430,EMP0013,Finance,BLR,MAA,2025-11-22,2025-12-02,Vistara,6468,Marriott,MAA,6111,True,True,7000
431,EMP0053,Sales,BOM,DEL,2026-02-05,2026-02-09,Akasa Air,8159,Treebo,DEL,7005,False,False,8500
432,EMP0063,Finance,BLR,DEL,2025-12-06,2025-12-08,SpiceJet,13256,OYO,DEL,7618,False,False,9000
433,EMP0052,Sales,BLR,DEL,2025-11-08,2025-11-10,Air India,8835,Marriott,DEL,7239,True,True,9000
434,EMP0057,Marketing,BLR,MAA,2025-12-21,2026-01-04,SpiceJet,5368,Lemon Tree,MAA,6120,False,False,7000
435,EMP0096,Sales,BLR,BOM,2025-11-03,2025-11-11,IndiGo,5804,Taj,BOM,12154,True,True,8000
436,EMP0068,Sales,BLR,DEL,2025-11-22,2025-11-23,IndiGo,11748,OYO,DEL,9734,True,False,9000
437,EMP0022,Sales,BLR,DEL,2026-01-11,2026-01-13,Vistara,10865,Lemon Tree,DEL,9626,True,False,9000
438,EMP0090,HR,BLR,BOM,2025-12-27,2026-01-04,Akasa Air,7275,Lemon Tree,BOM,8318,False,False,8000
439,EMP0030,Sales,DEL,BLR,2025-11-27,2025-11-29,SpiceJet,7568,Marriott,BLR,5116,False,True,9000
440,EMP0061,HR,BLR,DEL,2026-01-14,2026-01-17,SpiceJet,6332,Marriott,DEL,6399,False,True,9000
441,EMP0102,Sales,MAA,BLR,2025-11-30,2025-12-07,SpiceJet,6123,Treebo,BLR,8979,False,False,7000
442,EMP0011,Finance,BLR,MAA,2025-11-06,2025-11-20,Akasa Air,6816,OYO,MAA,10384,False,False,7000
443,EMP0110,Sales,BLR,BOM,2025-11-01,2025-11-07,IndiGo,7057,OYO,BOM,10305,True,False,8000
444,EMP0069,Sales,BLR,BOM,2025-10-28,2025-11-03,Vistara,7888,ITC,BOM,7114,True,True,8000
445,EMP0028,Marketing,DEL,BLR,2025-11-26,2025-11-29,Vistara,9831,Lemon Tree,BLR,5283,True,False,9000
446,EMP0010,HR,DEL,BLR,2025-11-12,2025-11-13,Vistara,10549,Lemon Tree,BLR,6736,True,False,9000
