expense_id,employee_id,dept,date,category,amount,policy_cat_cap,is_weekend,is_card,receipt_available
892,EMP0063,Engineering,2026-01-04,Meals,1336,1000,True,False,True
893,EMP0063,Engineering,2026-01-03,Hotel,7453,8000,True,True,True
894,EMP0099,Finance,2025-12-28,Meals,925,1000,True,True,False
895,EMP0099,Finance,2025-12-25,Entertainment,1054,1000,False,True,True
896,EMP0097,Sales,2025-12-18,Hotel,4970,8000,False,True,True
897,EMP0097,Sales,2025-12-16,Meals,827,1000,False,True,True
898,EMP0097,Sales,2025-12-17,Hotel,7405,8000,False,True,True
899,EMP0058,Marketing,2026-02-08,Meals,828,1000,True,True,False
900,EMP0058,Marketing,2026-02-11,Entertainment,1252,1000,False,True,False
901,EMP0058,Marketing,2026-02-11,Meals,1429,1000,False,True,True
902,EMP0058,Marketing,2026-02-09,Meals,1020,1000,False,True,True
903,EMP0111,HR,2025-12-15,Hotel,7490,8000,False,True,True
904,EMP0111,HR,2025-12-15,Hotel,7367,8000,False,True,True
905,EMP0111,HR,2025-12-14,Hotel,7679,8000,True,True,False
906,EMP0069,Marketing,2025-12-29,Taxi,1393,1500,False,True,True
907,EMP0069,Marketing,2025-12-29,Meals,1078,1000,False,True,True
908,EMP0069,Marketing,2025-12-31,Taxi,1203,1500,False,True,True
909,EMP0013,Engineering,2026-02-15,Hotel,5327,8000,True,True,True
910,EMP0013,Engineering,2026-02-15,Taxi,1163,1500,True,True,True
911,EMP0013,Engineering,2026-02-18,Meals,994,1000,False,True,True
912,EMP0013,Engineering,2026-02-18,Entertainment,1013,1000,False,False,True
913,EMP0013,Engineering,2026-02-15,Entertainment,776,1000,True,True,True
914,EMP0087,Finance,2025-11-11,Hotel,6766,8000,False,True,True
915,EMP0087,Finance,2025-11-11,Hotel,8006,8000,False,True,True
916,EMP0087,Finance,2025-11-09,Entertainment,1373,1000,True,True,False
917,EMP0087,Finance,2025-11-08,Entertainment,791,1000,True,False,True
918,EMP0089,Marketing,2025-12-23,Entertainment,1046,1000,False,False,False
919,EMP0089,Marketing,2025-12-23,Entertainment,707,1000,False,True,True
920,EMP0089,Marketing,2025-12-25,Hotel,7640,8000,False,True,False
921,EMP0089,Marketing,2025-12-22,Hotel,6004,8000,False,True,True
922,EMP0089,Marketing,2025-12-23,Taxi,971,1500,False,True,True
923,EMP0102,HR,2025-11-18,Entertainment,1248,1000,False,True,True
924,EMP0102,HR,2025-11-20,Hotel,5387,8000,False,True,True
925,EMP0101,Marketing,2026-01-26,Entertainment,1035,1000,False,True,True
926,EMP0101,Marketing,2026-01-26,Meals,702,1000,False,True,True
927,EMP0101,Marketing,2026-01-27,Hotel,4932,8000,False,True,True
928,EMP0101,Marketing,2026-01-28,Hotel,5439,8000,False,False,True
929,EMP0057,Finance,2025-12-15,Taxi,1256,1500,False,True,True
930,EMP0057,Finance,2025-12-17,Hotel,6512,8000,False,True,False
931,EMP0048,Engineering,2025-12-10,Entertainment,924,1000,False,True,True
932,EMP0048,Engineering,2025-12-10,Meals,836,1000,False,True,True
933,EMP0048,Engineering,2025-12-13,Hotel,5202,8000,True,True,False
934,EMP0048,Engineering,2025-12-12,Entertainment,1331,1000,False,False,True
935,EMP0048,Engineering,2025-12-11,Meals,758,1000,False,True,True
936,EMP0057,Sales,2026-01-18,Hotel,4850,8000,True,True,True
937,EMP0057,Sales,2026-01-21,Meals,1095,1000,False,True,True
938,EMP0057,Sales,2026-01-18,Entertainment,1638,1000,True,True,True
939,EMP0057,Sales,2026-01-21,Entertainment,696,1000,False,True,True
940,EMP0113,Marketing,2025-12-10,Taxi,1534,1500,False,True,True
941,EMP0113,Marketing,2025-12-11,Hotel,4902,8000,False,True,True
942,EMP0113,Marketing,2025-12-10,Entertainment,1093,1000,False,False,True
943,EMP0113,Marketing,2025-12-11,Hotel,6085,8000,False,True,True
944,EMP0028,Engineering,2026-01-07,Taxi,1262,1500,False,True,True
945,EMP0028,Engineering,2026-01-07,Taxi,1100,1500,False,False,True
946,EMP0055,Marketing,2025-11-21,Taxi,1158,1500,False,True,True
947,EMP0055,Marketing,2025-11-23,Meals,1047,1000,True,True,True
948,EMP0089,Sales,2026-02-11,Taxi,1837,1500,False,True,True
949,EMP0089,Sales,2026-02-10,Meals,742,1000,False,False,True
950,EMP0089,Sales,2026-02-12,Taxi,2056,1500,False,True,True
951,EMP0089,Sales,2026-02-11,Entertainment,640,1000,False,True,True
952,EMP0089,Sales,2026-02-11,Hotel,7868,8000,False,True,True
953,EMP0031,Finance,2025-11-04,Taxi,1395,1500,False,True,True
954,EMP0031,Finance,2025-11-06,Entertainment,645,1000,False,True,True
955,EMP0031,Finance,2025-11-05,Entertainment,961,1000,False,True,True
956,EMP0031,Finance,2025-11-07,Entertainment,749,1000,False,True,True
957,EMP0031,Finance,2025-11-07,Meals,843,1000,False,False,True
958,EMP0073,Finance,2025-12-29,Entertainment,1089,1000,False,True,True
959,EMP0073,Finance,2025-12-30,Taxi,1479,1500,False,True,True
960,EMP0102,Finance,2025-11-28,Meals,868,1000,False,True,True
961,EMP0102,Finance,2025-11-27,Hotel,7972,8000,False,True,True
962,EMP0011,HR,2026-02-02,Entertainment,609,1000,False,False,True
963,EMP0011,HR,2026-02-04,Hotel,8607,8000,False,True,True
964,EMP0011,HR,2026-02-02,Meals,1059,1000,False,True,True
965,EMP0011,HR,2026-02-04,Taxi,1459,1500,False,True,True
966,EMP0011,HR,2026-02-04,Taxi,1557,1500,False,True,True
967,EMP0056,Engineering,2025-11-22,Entertainment,763,1000,True,True,True
968,EMP0056,Engineering,2025-11-22,Meals,1377,1000,True,True,True
969,EMP0056,Engineering,2025-11-21,Hotel,5664,8000,False,True,True
970,EMP0056,Engineering,2025-11-24,Meals,718,1000,False,True,True
971,EMP0056,Engineering,2025-11-21,Taxi,996,1500,False,True,True
972,EMP0090,Sales,2025-12-23,Taxi,1367,1500,False,True,True
973,EMP0090,Sales,2025-12-23,Meals,1637,1000,False,True,True
974,EMP0090,Sales,2025-12-23,Entertainment,904,1000,False,True,True
975,EMP0090,Sales,2025-12-25,Hotel,7073,8000,False,True,True
976,EMP0090,Sales,2025-12-26,Entertainment,620,1000,False,True,True
977,EMP0112,Marketing,2026-02-14,Taxi,1600,1500,True,True,True
978,EMP0112,Marketing,2026-02-11,Entertainment,759,1000,False,False,True
979,EMP0112,Marketing,2026-02-13,Taxi,1520,1500,False,True,True
980,EMP0112,Marketing,2026-02-13,Hotel,7317,8000,False,True,True
981,EMP0112,Marketing,2026-02-13,Taxi,1198,1500,False,False,True
982,EMP0074,Sales,2025-12-18,Entertainment,846,1000,False,True,True
983,EMP0074,Sales,2025-12-19,Meals,1084,1000,False,True,True
984,EMP0074,Sales,2025-12-21,Taxi,1273,1500,True,True,True
985,EMP0074,Sales,2025-12-18,Hotel,5324,8000,False,False,True
986,EMP0015,Engineering,2025-12-25,Meals,946,1000,False,True,True
987,EMP0015,Engineering,2025-12-28,Meals,1161,1000,True,True,True
988,EMP0015,Engineering,2025-12-27,Meals,664,1000,True,True,True
989,EMP0015,Engineering,2025-12-27,Taxi,1231,1500,True,True,False
990,EMP0023,Sales,2026-01-31,Entertainment,2733,1000,True,True,True
991,EMP0023,Sales,2026-01-31,Hotel,7090,8000,True,True,False
992,EMP0023,Sales,2026-02-03,Hotel,8657,8000,False,True,True
993,EMP0023,Sales,2026-02-03,Entertainment,765,1000,False,True,True
994,EMP0010,HR,2025-11-07,Hotel,7308,8000,False,True,False
995,EMP0010,HR,2025-11-08,Taxi,1215,1500,True,True,True
996,EMP0010,HR,2025-11-05,Hotel,6968,8000,False,True,True
997,EMP0010,HR,2025-11-06,Entertainment,612,1000,False,True,True
998,EMP0111,Marketing,2025-12-02,Hotel,11330,8000,False,False,True
999,EMP0111,Marketing,2025-12-02,Meals,1034,1000,False,True,True
1000,EMP0111,Marketing,2025-12-04,Hotel,6304,8000,False,True,True
1001,EMP0048,HR,2026-01-28,Hotel,7287,8000,False,True,True
1002,EMP0048,HR,2026-01-28,Taxi,935,1500,False,True,True
1003,EMP0048,HR,2026-01-27,Taxi,948,1500,False,True,True
1004,EMP0048,HR,2026-01-29,Taxi,1003,1500,False,True,True
1005,EMP0048,HR,2026-01-27,Entertainment,999,1000,False,True,True
1006,EMP0001,Finance,2026-01-24,Taxi,995,1500,True,False,True
1007,EMP0001,Finance,2026-01-22,Hotel,5606,8000,False,True,True
1008,EMP0001,Finance,2026-01-24,Hotel,8738,8000,True,True,True
1009,EMP0001,Finance,2026-01-23,Hotel,8454,8000,False,True,True
1010,EMP0019,Marketing,2025-10-26,Hotel,8619,8000,True,True,True
1011,EMP0019,Marketing,2025-10-26,Hotel,5629,8000,True,True,True
1012,EMP0082,Finance,2026-01-05,Taxi,1367,1500,False,True,True
1013,EMP0082,Finance,2026-01-07,Meals,995,1000,False,True,True
1014,EMP0082,Finance,2026-01-04,Taxi,1406,1500,True,True,True
1015,EMP0082,Finance,2026-01-07,Entertainment,1180,1000,False,True,False
1016,EMP0107,Marketing,2025-12-17,Meals,722,1000,False,True,True
1017,EMP0107,Marketing,2025-12-20,Taxi,1562,1500,True,False,True
1018,EMP0107,Marketing,2025-12-20,Taxi,1100,1500,True,True,True
1019,EMP0060,Marketing,2025-11-07,Hotel,8168,8000,False,True,True
1020,EMP0060,Marketing,2025-11-05,Hotel,7157,8000,False,True,True
1021,EMP0060,Marketing,2025-11-06,Taxi,1007,1500,False,False,True
1022,EMP0006,Engineering,2025-11-09,Entertainment,2845,1000,True,True,True
1023,EMP0006,Engineering,2025-11-08,Meals,764,1000,True,False,True
1024,EMP0006,Engineering,2025-11-08,Meals,1311,1000,True,True,False
1025,EMP0058,HR,2025-12-31,Entertainment,1008,1000,False,True,True
1026,EMP0058,HR,2026-01-01,Hotel,5490,8000,False,True,True
1027,EMP0058,HR,2026-01-02,Hotel,5056,8000,False,True,True
1028,EMP0029,Engineering,2026-02-06,Entertainment,862,1000,False,True,True
1029,EMP0029,Engineering,2026-02-03,Taxi,1761,1500,False,False,True
1030,EMP0029,Engineering,2026-02-05,Taxi,1200,1500,False,False,True
1031,EMP0010,Sales,2025-11-15,Hotel,7812,8000,True,True,True
1032,EMP0010,Sales,2025-11-18,Taxi,1044,1500,False,True,True
1033,EMP0010,Sales,2025-11-16,Hotel,5605,8000,True,True,True
1034,EMP0010,Sales,2025-11-18,Entertainment,641,1000,False,True,True
1035,EMP0007,Engineering,2025-12-18,Taxi,1413,1500,False,True,True
1036,EMP0007,Engineering,2025-12-17,Hotel,6111,8000,False,False,True
1037,EMP0007,Engineering,2025-12-17,Entertainment,835,1000,False,True,True
1038,EMP0007,Engineering,2025-12-17,Hotel,6884,8000,False,True,True
1039,EMP0036,Marketing,2026-02-13,Meals,635,1000,False,True,True
1040,EMP0036,Marketing,2026-02-13,Entertainment,1030,1000,False,True,True
1041,EMP0036,Marketing,2026-02-13,Hotel,4819,8000,False,True,True
1042,EMP0036,Marketing,2026-02-14,Hotel,4867,8000,True,True,True
1043,EMP0012,Marketing,2025-11-10,Meals,609,1000,False,True,True
1044,EMP0012,Marketing,2025-11-09,Taxi,1015,1500,True,True,True
1045,EMP0101,Marketing,2025-12-29,Taxi,1305,1500,False,True,False
1046,EMP0101,Marketing,2025-12-29,Taxi,1059,1500,False,True,True
1047,EMP0004,Marketing,2026-02-04,Hotel,8272,8000,False,False,True
1048,EMP0004,Marketing,2026-02-03,Entertainment,1004,1000,False,True,True
1049,EMP0035,HR,2025-10-30,Meals,972,1000,False,True,True
1050,EMP0035,HR,2025-10-30,Hotel,8751,8000,False,True,True
1051,EMP0035,HR,2025-10-30,Entertainment,938,1000,False,True,True
1052,EMP0035,HR,2025-10-29,Meals,928,1000,False,True,True
1053,EMP0104,Marketing,2025-10-24,Entertainment,1000,1000,False,True,True
1054,EMP0104,Marketing,2025-10-26,Entertainment,860,1000,True,True,True
1055,EMP0104,Marketing,2025-10-24,Entertainment,713,1000,False,True,True
1056,EMP0104,Marketing,2025-10-27,Taxi,1245,1500,False,False,True
1057,EMP0064,HR,2025-11-15,Meals,968,1000,True,True,True
1058,EMP0064,HR,2025-11-12,Entertainment,850,1000,False,True,True
1059,EMP0064,HR,2025-11-14,Hotel,5224,8000,False,True,True
1060,EMP0064,HR,2025-11-15,Entertainment,615,1000,True,True,True
1061,EMP0001,Marketing,2025-11-18,Entertainment,809,1000,False,False,True
1062,EMP0001,Marketing,2025-11-16,Hotel,7599,8000,True,True,True
1063,EMP0001,Marketing,2025-11-17,Meals,646,1000,False,False,True
1064,EMP0001,Marketing,2025-11-18,Meals,1315,1000,False,False,True
1065,EMP0019,Sales,2026-02-11,Taxi,1367,1500,False,True,True
1066,EMP0019,Sales,2026-02-09,Entertainment,666,1000,False,True,True
1067,EMP0019,Sales,2026-02-08,Hotel,8722,8000,True,True,True
1068,EMP0019,Sales,2026-02-08,Meals,954,1000,True,False,True
1069,EMP0018,Engineering,2025-12-15,Hotel,7484,8000,False,True,False
1070,EMP0018,Engineering,2025-12-17,Taxi,952,1500,False,True,True
1071,EMP0018,Engineering,2025-12-15,Entertainment,1094,1000,False,True,True
1072,EMP0018,Engineering,2025-12-18,Meals,974,1000,False,True,True
1073,EMP0101,Marketing,2026-01-14,Hotel,7031,8000,False,True,True
1074,EMP0101,Marketing,2026-01-15,Hotel,6419,8000,False,True,True
1075,EMP0101,Marketing,2026-01-17,Hotel,7095,8000,True,True,True
1076,EMP0101,Marketing,2026-01-15,Meals,718,1000,False,True,True
1077,EMP0090,HR,2026-02-06,Taxi,1310,1500,False,True,False
1078,EMP0090,HR,2026-02-06,Hotel,10424,8000,False,True,True
1079,EMP0043,Sales,2025-12-04,Hotel,11894,8000,False,True,True
1080,EMP0043,Sales,2025-12-07,Entertainment,876,1000,True,False,True
1081,EMP0043,Sales,2025-12-06,Hotel,7229,8000,True,True,True
1082,EMP0043,Sales,2025-12-07,Meals,845,1000,True,True,True
1083,EMP0043,Sales,2025-12-05,Entertainment,769,1000,False,True,True
1084,EMP0032,Sales,2025-11-23,Meals,1019,1000,True,False,True
1085,EMP0032,Sales,2025-11-24,Taxi,1374,1500,False,True,True
1086,EMP0032,Sales,2025-11-24,Meals,923,1000,False,True,True
1087,EMP0049,Marketing,2025-12-10,Taxi,1097,1500,False,False,True
1088,EMP0049,Marketing,2025-12-08,Meals,755,1000,False,True,True
1089,EMP0049,Marketing,2025-12-09,Meals,1068,1000,False,True,True
1090,EMP0005,Marketing,2025-12-03,Hotel,5255,8000,False,True,False
1091,EMP0005,Marketing,2025-11-30,Meals,891,1000,True,False,True
1092,EMP0005,Marketing,2025-12-01,Meals,716,1000,False,True,True
1093,EMP0115,Sales,2026-01-07,Hotel,5853,8000,False,True,True
1094,EMP0115,Sales,2026-01-08,Entertainment,962,1000,False,True,True
1095,EMP0115,Sales,2026-01-06,Hotel,8550,8000,False,True,True
1096,EMP0115,Sales,2026-01-05,Entertainment,777,1000,False,True,True
1097,EMP0025,Finance,2026-01-02,Entertainment,716,1000,False,False,True
1098,EMP0025,Finance,2025-12-30,Entertainment,668,1000,False,True,True
1099,EMP0025,Finance,2025-12-31,Taxi,1646,1500,False,True,True
1100,EMP0108,Finance,2025-10-29,Meals,913,1000,False,True,True
1101,EMP0108,Finance,2025-10-27,Hotel,8586,8000,False,True,True
1102,EMP0108,Finance,2025-10-29,Hotel,6355,8000,False,True,True
1103,EMP0108,Finance,2025-10-29,Taxi,1387,1500,False,True,True
1104,EMP0082,Marketing,2025-12-20,Hotel,6567,8000,True,False,True
1105,EMP0082,Marketing,2025-12-20,Meals,802,1000,True,True,False
1106,EMP0049,Marketing,2025-12-19,Entertainment,1018,1000,False,True,True
1107,EMP0049,Marketing,2025-12-18,Taxi,1420,1500,False,True,True
1108,EMP0013,Sales,2025-12-07,Entertainment,744,1000,True,True,False
1109,EMP0013,Sales,2025-12-07,Entertainment,1080,1000,True,True,True
1110,EMP0013,Sales,2025-12-05,Hotel,5266,8000,False,True,True
1111,EMP0111,Finance,2026-02-13,Hotel,6455,8000,False,True,False
1112,EMP0111,Finance,2026-02-11,Hotel,5911,8000,False,False,True
1113,EMP0116,HR,2026-01-16,Entertainment,734,1000,False,True,True
1114,EMP0116,HR,2026-01-18,Entertainment,1085,1000,True,True,True
1115,EMP0116,HR,2026-01-15,Meals,837,1000,False,True,True
1116,EMP0104,Engineering,2025-10-29,Taxi,990,1500,False,True,True
1117,EMP0104,Engineering,2025-10-26,Taxi,1243,1500,True,False,True
1118,EMP0104,Engineering,2025-10-27,Taxi,1551,1500,False,True,True
1119,EMP0104,Engineering,2025-10-29,Entertainment,975,1000,False,True,True
1120,EMP0117,Sales,2025-12-11,Hotel,6224,8000,False,True,True
1121,EMP0117,Sales,2025-12-12,Hotel,8203,8000,False,True,True
1122,EMP0117,Sales,2025-12-10,Meals,1063,1000,False,False,True
1123,EMP0117,Sales,2025-12-10,Meals,971,1000,False,True,True
1124,EMP0080,HR,2026-01-31,Taxi,1594,1500,True,True,True
1125,EMP0080,HR,2026-01-30,Entertainment,886,1000,False,True,False
1126,EMP0080,HR,2026-01-31,Meals,1062,1000,True,True,True
1127,EMP0119,Sales,2026-01-30,Hotel,9563,8000,False,True,True
1128,EMP0119,Sales,2026-01-31,Hotel,7158,8000,True,True,True
1129,EMP0119,Sales,2026-01-30,Meals,606,1000,False,True,True
1130,EMP0119,Sales,2026-01-31,Hotel,7661,8000,True,True,True
1131,EMP0078,Finance,2025-11-15,Meals,1388,1000,True,True,True
1132,EMP0078,Finance,2025-11-14,Meals,714,1000,False,True,True
1133,EMP0043,Engineering,2026-01-24,Hotel,10115,8000,True,True,True
1134,EMP0043,Engineering,2026-01-26,Hotel,5315,8000,False,True,True
1135,EMP0108,Finance,2026-01-19,Entertainment,1010,1000,False,True,True
1136,EMP0108,Finance,2026-01-18,Meals,1603,1000,True,True,True
1137,EMP0054,HR,2025-11-01,Entertainment,692,1000,True,False,True
1138,EMP0054,HR,2025-11-01,Taxi,1406,1500,True,True,True
1139,EMP0054,HR,2025-11-01,Meals,1013,1000,True,True,True
1140,EMP0112,Marketing,2025-12-27,Taxi,1453,1500,True,True,False
1141,EMP0112,Marketing,2025-12-28,Hotel,8371,8000,True,True,True
1142,EMP0004,Engineering,2026-02-12,Entertainment,618,1000,False,True,False
1143,EMP0004,Engineering,2026-02-11,Entertainment,1259,1000,False,True,True
1144,EMP0004,Engineering,2026-02-10,Meals,656,1000,False,True,True
1145,EMP0106,Finance,2025-12-11,Entertainment,920,1000,False,True,False
1146,EMP0106,Finance,2025-12-11,Meals,679,1000,False,True,True
1147,EMP0061,HR,2025-12-06,Taxi,994,1500,True,True,True
1148,EMP0061,HR,2025-12-07,Taxi,1594,1500,True,True,True
1149,EMP0061,HR,2025-12-05,Taxi,1459,1500,False,True,True
1150,EMP0061,HR,2025-12-07,Hotel,7346,8000,True,False,True
1151,EMP0061,HR,2025-12-06,Taxi,1033,1500,True,True,True
1152,EMP0110,HR,2026-02-08,Taxi,1647,1500,True,True,True
1153,EMP0110,HR,2026-02-09,Meals,843,1000,False,False,True
1154,EMP0099,Sales,2026-02-17,Meals,1122,1000,False,False,True
1155,EMP0099,Sales,2026-02-16,Hotel,5437,8000,False,True,False
1156,EMP0099,Sales,2026-02-17,Hotel,7678,8000,False,True,True
1157,EMP0036,Finance,2026-02-09,Entertainment,1247,1000,False,False,True
1158,EMP0036,Finance,2026-02-10,Hotel,10545,8000,False,True,True
1159,EMP0036,Finance,2026-02-10,Hotel,8603,8000,False,True,True
1160,EMP0036,Finance,2026-02-08,Taxi,1605,1500,True,True,True
1161,EMP0036,Finance,2026-02-08,Hotel,11316,8000,True,True,True
1162,EMP0001,HR,2026-02-06,Hotel,7263,8000,False,True,True
1163,EMP0001,HR,2026-02-08,Meals,648,1000,True,True,True
1164,EMP0001,HR,2026-02-08,Meals,1048,1000,True,True,True
1165,EMP0001,HR,2026-02-06,Meals,611,1000,False,True,True
1166,EMP0036,Marketing,2025-11-23,Entertainment,2593,1000,True,False,False
1167,EMP0036,Marketing,2025-11-24,Meals,793,1000,False,True,True
1168,EMP0036,Marketing,2025-11-25,Meals,1204,1000,False,True,True
1169,EMP0036,Marketing,2025-11-25,Entertainment,921,1000,False,True,False
1170,EMP0036,Marketing,2025-11-26,Entertainment,1021,1000,False,True,True
1171,EMP0103,HR,2026-01-16,Meals,669,1000,False,False,True
1172,EMP0103,HR,2026-01-13,Taxi,1061,1500,False,True,True
1173,EMP0103,HR,2026-01-13,Meals,690,1000,False,False,True
1174,EMP0075,HR,2025-12-06,Meals,825,1000,True,True,True
1175,EMP0075,HR,2025-12-04,Entertainment,764,1000,False,True,False
1176,EMP0075,HR,2025-12-04,Meals,774,1000,False,True,True
1177,EMP0075,HR,2025-12-05,Entertainment,1450,1000,False,True,True
1178,EMP0075,HR,2025-12-04,Taxi,1257,1500,False,True,True
1179,EMP0108,HR,2025-11-27,Taxi,1111,1500,False,True,True
1180,EMP0108,HR,2025-11-27,Meals,1077,1000,False,True,True
1181,EMP0108,HR,2025-11-29,Meals,1434,1000,True,False,True
1182,EMP0116,Marketing,2025-11-01,Meals,1024,1000,True,False,True
1183,EMP0116,Marketing,2025-11-02,Meals,864,1000,True,True,True
1184,EMP0075,Marketing,2026-02-06,Hotel,11285,8000,False,True,True
1185,EMP0075,Marketing,2026-02-07,Meals,728,1000,True,False,True
1186,EMP0025,HR,2026-02-09,Entertainment,965,1000,False,True,True
1187,EMP0025,HR,2026-02-12,Meals,1018,1000,False,True,False
1188,EMP0025,HR,2026-02-09,Hotel,5119,8000,False,True,True
1189,EMP0025,HR,2026-02-12,Meals,658,1000,False,True,True
1190,EMP0053,HR,2025-11-09,Meals,751,1000,True,False,True
1191,EMP0053,HR,2025-11-10,Meals,913,1000,False,False,True
1192,EMP0053,HR,2025-11-11,Entertainment,1676,1000,False,True,True
1193,EMP0053,HR,2025-11-11,Taxi,1185,1500,False,True,True
1194,EMP0098,Engineering,2026-01-29,Meals,750,1000,False,True,True
1195,EMP0098,Engineering,2026-01-27,Taxi,1456,1500,False,False,True
1196,EMP0062,Finance,2025-10-27,Meals,1019,1000,False,True,True
1197,EMP0062,Finance,2025-10-25,Hotel,6426,8000,True,True,True
1198,EMP0062,Finance,2025-10-26,Taxi,1468,1500,True,True,True
1199,EMP0081,Engineering,2026-01-19,Taxi,1264,1500,False,False,True
1200,EMP0081,Engineering,2026-01-19,Taxi,1219,1500,False,True,False
1201,EMP0081,Engineering,2026-01-17,Entertainment,1837,1000,True,True,True
1202,EMP0039,Marketing,2026-01-24,Entertainment,782,1000,True,False,True
1203,EMP0039,Marketing,2026-01-25,Meals,678,1000,True,True,True
1204,EMP0039,Marketing,2026-01-22,Taxi,1094,1500,False,True,True
1205,EMP0039,Marketing,2026-01-24,Meals,1029,1000,True,True,True
1206,EMP0039,Marketing,2026-01-25,Meals,854,1000,True,True,True
1207,EMP0104,Finance,2025-11-19,Hotel,12090,8000,False,True,True
1208,EMP0104,Finance,2025-11-21,Meals,1094,1000,False,True,True
1209,EMP0102,Sales,2026-02-13,Meals,1196,1000,False,True,True
1210,EMP0102,Sales,2026-02-11,Entertainment,714,1000,False,True,True
1211,EMP0102,Sales,2026-02-10,Taxi,1302,1500,False,False,True
1212,EMP0016,HR,2025-12-20,Taxi,1342,1500,True,True,True
1213,EMP0016,HR,2025-12-21,Meals,786,1000,True,True,False
1214,EMP0016,HR,2025-12-20,Taxi,1519,1500,True,True,True
1215,EMP0016,HR,2025-12-21,Hotel,5458,8000,True,True,False
1216,EMP0078,Engineering,2026-02-06,Hotel,5270,8000,False,True,False
1217,EMP0078,Engineering,2026-02-07,Meals,1354,1000,True,True,True
1218,EMP0067,Engineering,2026-01-21,Meals,1055,1000,False,True,True
1219,EMP0067,Engineering,2026-01-20,Taxi,1489,1500,False,False,False
1220,EMP0067,Engineering,2026-01-21,Taxi,1252,1500,False,True,True
1221,EMP0067,Engineering,2026-01-19,Entertainment,687,1000,False,True,False
1222,EMP0062,Marketing,2025-10-24,Meals,711,1000,False,False,True
1223,EMP0062,Marketing,2025-10-22,Meals,832,1000,False,True,True
1224,EMP0062,Marketing,2025-10-24,Entertainment,725,1000,False,True,True
1225,EMP0116,Marketing,2025-11-21,Taxi,1314,1500,False,False,True
1226,EMP0116,Marketing,2025-11-19,Taxi,1308,1500,False,True,True
1227,EMP0047,Marketing,2026-01-23,Hotel,7557,8000,False,True,True
1228,EMP0047,Marketing,2026-01-23,Hotel,6309,8000,False,True,True
1229,EMP0047,Marketing,2026-01-24,Entertainment,2433,1000,True,True,True
1230,EMP0047,Marketing,2026-01-26,Entertainment,1337,1000,False,True,True
1231,EMP0047,Marketing,2026-01-23,Entertainment,1274,1000,False,True,True
1232,EMP0057,HR,2026-02-12,Taxi,1125,1500,False,True,False
1233,EMP0057,HR,2026-02-10,Taxi,1298,1500,False,True,True
1234,EMP0057,HR,2026-02-11,Taxi,1059,1500,False,True,True
1235,EMP0057,HR,2026-02-11,Hotel,6031,8000,False,True,False
1236,EMP0057,HR,2026-02-10,Hotel,6110,8000,False,True,True
1237,EMP0089,Finance,2026-01-13,Hotel,8136,8000,False,True,True
1238,EMP0089,Finance,2026-01-14,Entertainment,826,1000,False,True,True
1239,EMP0062,HR,2025-12-18,Taxi,1169,1500,False,True,True
1240,EMP0062,HR,2025-12-19,Entertainment,713,1000,False,False,True
1241,EMP0062,HR,2025-12-19,Hotel,5535,8000,False,True,True
1242,EMP0114,Finance,2025-10-29,Meals,938,1000,False,True,True
1243,EMP0114,Finance,2025-10-29,Hotel,6966,8000,False,False,True
1244,EMP0114,Finance,2025-10-27,Entertainment,1049,1000,False,True,True
1245,EMP0086,Marketing,2025-12-27,Hotel,8744,8000,True,True,False
1246,EMP0086,Marketing,2025-12-27,Meals,893,1000,True,True,True
1247,EMP0087,Finance,2026-02-06,Meals,675,1000,False,True,True
1248,EMP0087,Finance,2026-02-06,Entertainment,705,1000,False,True,True
1249,EMP0087,Finance,2026-02-05,Meals,933,1000,False,True,True
1250,EMP0087,Finance,2026-02-06,Hotel,5536,8000,False,True,True
1251,EMP0031,Marketing,2025-10-29,Meals,776,1000,False,True,True
1252,EMP0031,Marketing,2025-10-28,Entertainment,600,1000,False,True,True
1253,EMP0031,Marketing,2025-10-28,Entertainment,1315,1000,False,True,True
1254,EMP0031,Marketing,2025-10-29,Meals,765,1000,False,True,True
1255,EMP0031,Marketing,2025-10-27,Hotel,10453,8000,False,True,True
1256,EMP0058,Sales,2025-12-20,Meals,1087,1000,True,True,True
1257,EMP0058,Sales,2025-12-19,Meals,688,1000,False,False,True
1258,EMP0078,HR,2025-11-29,Meals,876,1000,True,True,True
1259,EMP0078,HR,2025-12-01,Meals,931,1000,False,True,True
1260,EMP0078,HR,2025-11-28,Entertainment,937,1000,False,True,True
1261,EMP0007,Engineering,2025-12-05,Meals,914,1000,False,True,True
1262,EMP0007,Engineering,2025-12-03,Entertainment,699,1000,False,True,True
1263,EMP0007,Engineering,2025-12-03,Meals,789,1000,False,True,True
1264,EMP0007,Engineering,2025-12-05,Taxi,1065,1500,False,True,True
1265,EMP0007,Engineering,2025-12-03,Taxi,1372,1500,False,True,True
1266,EMP0103,Marketing,2025-12-27,Entertainment,1631,1000,True,True,True
1267,EMP0103,Marketing,2025-12-29,Hotel,10088,8000,False,False,True
1268,EMP0103,Marketing,2025-12-29,Meals,929,1000,False,True,True
1269,EMP0025,Sales,2025-11-18,Taxi,1967,1500,False,True,True
1270,EMP0025,Sales,2025-11-20,Meals,1373,1000,False,True,True
1271,EMP0076,Sales,2025-12-18,Taxi,1504,1500,False,False,True
1272,EMP0076,Sales,2025-12-19,Taxi,1621,1500,False,True,True
